yyyymmdd,return,cumulative_return,mean_abs_weight,portfolio_direction,Stock_0,Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Stock_6,Stock_7,Stock_8,Stock_9,Stock_10,Stock_11,Stock_12,Stock_13,Stock_14,Stock_15,Stock_16,Stock_17,Stock_18,Stock_19,Stock_20,Stock_21,Stock_22,Stock_23,Stock_24,Stock_25,Stock_26,Stock_27,Stock_28,Stock_29,Stock_30,Stock_31,Stock_32,Stock_33,Stock_34,Stock_35,Stock_36,Stock_37,Stock_38,Stock_39,Stock_40,Stock_41,Stock_42,Stock_43,Stock_44,Stock_45,Stock_46,Stock_47,Stock_48,Stock_49,Stock_50,Stock_51,Stock_52,Stock_53,Stock_54,Stock_55,Stock_56,Stock_57,Stock_58,Stock_59,Stock_60,Stock_61,Stock_62,Stock_63,Stock_64,Stock_65,Stock_66,Stock_67,Stock_68,Stock_69,Stock_70,Stock_71,Stock_72,Stock_73,Stock_74,Stock_75,Stock_76,Stock_77,Stock_78,Stock_79,Stock_80,Stock_81,Stock_82,Stock_83,Stock_84,Stock_85,Stock_86,Stock_87,Stock_88,Stock_89,Stock_90,Stock_91,Stock_92,Stock_93,Stock_94,Stock_95,Stock_96,Stock_97,Stock_98,Stock_99
20000104,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
20000105,0.012201649,99,16.18610757,-1,-37.65164212,-37.65532861,-37.64029661,-37.65668504,-37.64330512,-37.64876873,-37.64797948,-37.64450864,-37.64169463,-37.6479067,-37.64268639,-37.64463717,-37.64952579,-37.63217625,-37.64536189,-37.6426731,-37.65109528,-37.57319163,-37.63868306,-37.64178951,-37.62270964,-37.6607616,-37.6395541,-37.63118949,-37.65439426,-37.64586013,-37.64560689,-37.65063502,-37.63914523,-37.64596673,-37.64786659,-37.63734531,-37.65014073,-37.64264932,-37.64614367,-37.64952703,-37.64799698,-37.65206226,-37.65173839,-37.65073668,-37.64720906,-37.64542308,-37.64474023,-37.65299003,-37.65774514,-37.62623256,-37.6298563,-37.64248536,-37.65002057,-37.64767394,-37.64799413,-37.65469323,-37.64602093,-37.64859819,-37.64301831,-37.63595192,-37.64540491,-37.64259697,-37.64902953,-37.62234138,-37.63833245,-37.64097219,-37.65628758,-37.64814438,-37.65200847,-37.64609639,-37.63666706,-37.63699821,-37.64503306,-37.59962729,-37.65175582,-37.64851859,-37.64350022,-37.64469949,-37.63845282,-37.65936649,-37.613081,-37.62718994,-37.65397131,-37.64726473,-37.65192934,-37.64354586,-37.65492034,-37.65754161,-37.65316268,-37.64798443,-37.65386381,-37.65388032,-37.62822729,-37.63412276,-37.64527036,-37.62046076,-37.64949075,-37.62746415,-37.63997418,-37.64626041,-37.6346685,-37.64840036,-37.61755165,-37.64798443
20000106,-0.013439343,99,21.68426753,-1,-37.38645909,-37.38751935,-37.38752152,-37.38806916,-37.38757953,-37.3878334,-37.38642239,-37.38724505,-37.385248,-37.38400787,-37.38745809,-37.38715531,-37.38562047,-37.38752755,-37.38604755,-37.38687122,-37.38711641,-37.38937463,-37.38428665,-37.38613695,-37.38647059,-37.38746086,-37.38588885,-37.39060819,-37.38737296,-37.39110811,-37.38807772,-37.38761209,-37.38603537,-37.38766542,-37.38528403,-37.3862337,-37.38690768,-37.38630764,-37.38717049,-37.38638798,-37.38695444,-37.38741964,-37.38672892,-37.38528069,-37.38664535,-37.38886753,-37.38708418,-37.38671531,-37.38781077,-37.38399241,-37.386566,-37.38827572,-37.38648136,-37.38718124,-37.38784578,-37.38724636,-37.38775619,-37.38668088,-37.38760707,-37.38851341,-37.38745354,-37.38729141,-37.38732534,-37.3834642,-37.38642591,-37.38655113,-37.38143784,-37.38503891,-37.38794517,-37.38838959,-37.38825908,-37.38809032,-37.38688407,-37.38888526,-37.38702901,-37.38379158,-37.38158251,-37.38137728,-37.38931255,-37.38816289,-37.38596431,-37.38375392,-37.39007865,-37.38825311,-37.38811009,-37.38808255,-37.38628388,-37.38666513,-37.38807016,-37.38445241,-37.38665277,-37.38724538,-37.38768065,-37.38829262,-37.38677408,-37.38723078,-37.38660467,-37.38798793,-37.38693699,-37.38870877,-37.38771999,-37.38726822,-37.38697981,-37.38445241
20000107,-0.021410915,0,30.99171296,-1,-37.2175279,-16.91704679,-37.21516475,-16.91695101,-57.517988,-37.21800041,-37.21734481,-37.21739358,-37.21474451,-37.21631832,-77.81899046,-37.21737668,-37.21400904,-16.91638302,-37.2159568,-16.91761257,-16.91693619,-16.91789538,-37.21793161,-16.91608166,-16.91705049,-179.3085699,-16.91642589,-77.82686494,-16.91680438,-240.1973691,-37.21773571,-260.5183118,-16.91754111,-37.21540627,-77.81612009,-16.91685635,-16.91599201,-16.91709027,-179.3298646,-16.91687052,-57.5258136,-16.91653253,-57.51660788,-16.91769517,-16.91681579,-16.91659678,-37.21786133,-37.21891919,-16.91685926,-37.21402369,-16.91734997,-16.91736465,-16.91705064,-37.21700039,-37.21634258,-16.91664755,-16.91695424,-16.9163264,-57.51809349,-37.21307846,-57.51784285,-98.12324525,-37.21890562,-16.91670468,-16.91668579,-37.21740809,-77.81071176,-16.91721454,-37.2182933,-16.91672052,-16.91657827,-57.51549114,-16.9170708,-37.22311599,-77.81508516,-16.91600738,-16.91502293,-16.91769628,-16.91719842,-37.21874952,-16.91972318,-57.51370289,-16.91387197,-37.21045739,-37.21697032,-16.91660255,-98.12111677,-37.21701358,-16.9173915,-16.91703191,-16.91693593,-16.91733752,-37.21827479,-16.9176135,-16.91645551,-37.21985029,-37.21812216,-16.9166389,-16.91913235,-138.7175379,-37.22130218,-37.21686394,-16.91760425,-16.91703191
20000110,0.001675729,0.001674327,14.61094946,-1,-17.81842881,-17.81870737,-39.1975683,-17.81878129,-17.8188293,-17.81819563,-17.81869582,-60.58329538,-17.81914649,-39.20008567,-60.58349079,-17.81873812,-17.81876431,-17.81788767,-39.19691039,-60.58714954,-17.81799186,-17.81577972,-39.20096226,-17.81869389,-39.20371076,-17.82060788,-17.81841788,-17.81855581,-17.81888634,-17.81784404,-39.20065114,-60.5808254,-39.19935955,-17.81879333,-17.81821553,-39.19966796,-17.81891493,-39.20105076,-17.81840838,-17.81850487,-17.81842031,-17.81856555,-17.81844432,-17.8186079,-39.19863264,-17.81898951,-39.19828034,-39.19984119,-17.81803806,-17.81732915,-39.19980598,-17.81793743,-17.81873145,-39.20116034,-39.20023755,-17.81877351,-17.81882352,-39.20179432,-17.8189282,-17.81749985,-17.8187902,-60.58042709,-39.20006739,-17.81899268,-39.19874306,-17.81873329,-39.19284819,-17.8184714,-103.3389073,-39.20069392,-39.19792065,-39.20011605,-39.20085704,-39.19687985,-17.81882016,-17.81794116,-39.1976112,-17.81919518,-17.81878096,-17.81907142,-17.81728436,-39.19245511,-17.82005238,-17.82048873,-17.81833718,-60.58570825,-17.81934147,-17.81665079,-17.81880841,-17.81713681,-39.20147963,-124.7264713,-17.81911798,-17.81793968,-39.19489515,-39.20183875,-60.5820401,-17.81865981,-17.81989825,-17.81834879,-17.81632591,-17.81716589,-39.19612739,-17.81713681
20000111,0.010242298,0.020380403,16.3891037,-1,-17.97086877,-17.97148892,-17.97084205,-17.97019777,-39.53581842,-61.0985744,-17.97100768,-39.53543631,-17.97091533,-17.97028181,-17.9707682,-39.53567179,-17.9707322,-17.97093861,-17.9706056,-39.53282999,-17.97102419,-17.96962139,-17.97180992,-17.97127048,-61.10099075,-17.97174476,-17.97120587,-17.96791976,-17.97122116,-17.97043628,-17.97098232,-17.97148796,-39.53283564,-17.97048499,-17.97115051,-61.10068232,-17.97173506,-17.97073891,-17.9703456,-17.97136107,-17.96931427,-39.53465397,-17.97055939,-17.97051071,-39.53520853,-17.97063599,-17.97089575,-17.97066229,-17.97136659,-17.97024618,-17.97062475,-39.53320473,-39.53464388,-61.10057735,-61.10666124,-39.5351573,-17.97059716,-17.97075779,-17.97069651,-17.97028606,-17.97090721,-17.96898558,-39.5354365,-17.9688811,-17.9708801,-17.97076939,-39.53301119,-17.9709579,-17.97149726,-39.53580951,-17.97096408,-17.97120611,-39.53572376,-17.96949895,-17.97135808,-17.97091697,-39.53203696,-17.97072622,-39.53560432,-17.97020588,-17.97205182,-61.10295301,-17.96969477,-17.97096876,-17.96964662,-61.10070329,-39.53799617,-17.96994222,-17.97060496,-17.96980253,-17.97020007,-39.53236062,-61.10380202,-17.97045285,-61.09598253,-17.96810921,-17.97071884,-39.53633866,-39.53696487,-61.10223559,-39.53316653,-17.97043696,-17.97042501,-17.96980253
20000112,0.000610565,0.001831137,17.33842485,-1,-17.94852839,-39.48819474,-17.94802553,-17.94840896,-39.48670947,-61.02325276,-17.94840972,-61.02444237,-17.94843322,-39.48872042,-17.94831386,-39.48660368,-17.94831594,-17.94833457,-17.94867872,-17.94816938,-17.94838977,-17.94941273,-17.94808026,-17.94856246,-39.48753611,-17.94940417,-17.94876404,-39.48273406,-17.94880546,-39.48679816,-17.94857219,-39.48822961,-39.48917454,-39.48660515,-17.9483653,-39.48653533,-17.94808827,-17.94850658,-17.94886959,-17.94857999,-17.94849125,-17.94912732,-17.94823521,-39.48460862,-39.48640213,-17.94786722,-61.02556934,-17.94786396,-17.94862347,-39.48450859,-39.48505715,-17.94904976,-39.48462753,-17.94828905,-61.02616584,-39.48451649,-39.48699614,-39.4858819,-17.94833222,-17.94852722,-39.48678297,-17.94852615,-39.48740027,-17.9492081,-39.48580615,-17.94833787,-39.4851453,-17.94831627,-17.94816832,-17.94869423,-17.94876869,-17.94849094,-39.48644331,-17.9488805,-17.94823474,-17.94898314,-39.48747182,-17.94743022,-17.94842523,-17.94859281,-17.94903881,-17.95159787,-17.94875783,-17.94950079,-17.94870611,-39.48675854,-17.94886224,-39.48958279,-39.48753475,-17.9503442,-17.94819311,-39.48519915,-17.94851255,-17.94911754,-17.94804857,-17.94968772,-39.48967748,-17.94989083,-17.95268737,-17.94844995,-61.0211255,-39.49000177,-17.94889778,-17.9503442
20000113,-0.010133425,-0.040740469,14.51779035,-1,-39.33441941,-17.87911543,-17.87920691,-39.33314113,-39.33425434,-17.87974922,-17.87878824,-39.33370846,-17.87918768,-17.87971026,-17.87920072,-39.33428023,-17.87926281,-17.87891269,-17.87984409,-17.87902098,-17.87934896,-17.87898913,-17.87936016,-17.87930502,-60.78553692,-17.87918798,-17.87893095,-60.78626502,-17.87867942,-17.88020014,-60.78607974,-17.87897252,-39.33475559,-17.87952319,-17.87968589,-17.87898477,-39.33347609,-39.3335663,-17.87896354,-17.87922199,-17.87893413,-17.87974169,-17.87948625,-39.33470614,-17.87901449,-17.87938707,-39.33396802,-17.87908884,-17.87918798,-17.87903691,-39.3315101,-39.3346128,-17.87912236,-17.8791546,-39.33468283,-39.33214469,-39.33442432,-39.3342616,-39.33454026,-17.87961765,-17.87925492,-17.87985799,-39.33454733,-17.87909064,-17.87889748,-17.87909939,-17.87918798,-17.87913886,-17.8793663,-39.33306132,-17.87941781,-17.87954706,-17.8791519,-17.87889584,-17.87968728,-17.87950408,-17.87984519,-39.33401052,-60.79008473,-17.87796081,-39.3355704,-17.87880982,-39.33346902,-17.88005337,-17.87904669,-60.78923915,-60.78885892,-17.87931136,-17.87904758,-17.87921667,-39.33569922,-17.88004734,-17.8776588,-17.87897409,-39.3364124,-17.87959134,-17.87892512,-39.33480285,-17.87321082,-17.87909841,-39.33295913,-39.33586523,-17.87959799,-17.87921667
20000114,-0.00933359,-0.046887105,17.16055717,-1,-39.49019433,-39.48896744,-17.95113761,-39.49262134,-17.95084845,-17.95139739,-17.95082775,-39.49159472,-17.95024741,-39.4913073,-61.03287808,-39.49135746,-17.95085481,-17.95063236,-17.95016584,-17.95065826,-17.95048189,-17.95081171,-17.95124862,-17.95081426,-61.02906918,-17.95161569,-17.95077791,-39.48747438,-39.4907879,-17.94924071,-17.95090961,-17.95076937,-39.49051676,-17.95061632,-17.9504081,-61.0306534,-17.9506195,-39.49111163,-17.95105634,-39.49121627,-39.48659721,-39.49118662,-17.95079551,-17.95076399,-17.95009308,-17.95063577,-17.95051735,-39.48871784,-17.95107842,-17.95124153,-39.49178268,-17.95028935,-17.95007667,-39.49175521,-39.49020433,-39.48533735,-17.95063053,-17.9509637,-17.95073606,-39.4887198,-39.49246073,-17.95035884,-17.95030835,-17.95018879,-17.95075721,-17.95077546,-39.48139626,-17.95067405,-39.49150968,-61.03213904,-17.95135854,-39.49028775,-17.9507378,-17.9492747,-17.94990655,-17.94902267,-39.48631884,-39.49134318,-39.49220617,-39.49255756,-39.4869286,-39.48120312,-17.95148366,-17.95017475,-17.95055058,-39.49128602,-17.95060713,-17.94902275,-39.49204416,-17.94905752,-17.94945051,-17.95058767,-17.95016558,-17.95066288,-17.94943829,-17.94933431,-39.490357,-17.95080454,-17.95070392,-17.95050683,-39.48895821,-17.94819488,-17.95011641,-17.94905752
20000118,-0.012494646,-0.075440162,20.52845142,-1,-62.65063714,-62.6531126,-18.42762185,-18.42780863,-18.42806135,-18.42794536,-18.42838629,-18.42804949,-18.42863161,-18.4276511,-18.42788925,-40.5416783,-18.42864909,-18.42862575,-40.54012594,-18.42825361,-18.42814785,-18.42752307,-18.4283965,-40.54110257,-18.42792838,-18.42651743,-18.42758821,-195.3132841,-18.42852581,-106.8773794,-40.54333446,-18.42787183,-106.8963799,-18.42787212,-18.42849482,-18.42834655,-84.76812808,-84.767374,-18.42781124,-18.4279826,-18.42894288,-18.42816582,-18.42819275,-18.4278779,-18.42806129,-18.42848667,-18.42871335,-40.54486124,-62.65098222,-18.42881457,-18.42813494,-40.5427158,-62.65490895,-18.42803383,-40.54064374,-40.54075379,-40.54184516,-261.6792349,-62.65566875,-18.42798471,-40.54153582,-18.42793966,-40.54302543,-18.42782114,-18.42811395,-40.54169674,-40.54638548,-18.42835432,-18.42776632,-40.53936108,-40.54236516,-62.65658839,-18.42806813,-40.54012817,-18.42837223,-40.53792267,-40.5472505,-18.4267138,-18.4280966,-84.76480403,-18.42744595,-18.42850954,-18.42789154,-18.42986773,-18.42778823,-40.54134603,-40.54099527,-18.42872548,-18.42771053,-18.42836501,-40.54315166,-18.42782368,-62.64593738,-18.42803883,-18.42798349,-18.42834579,-40.54104861,-40.53461814,-18.42678871,-18.42804753,-62.64947809,-18.428207,-18.4280145,-18.42836501
