20000105,0.0122016487014,0.0,16.186107567,-1.0,-37.6516421181,-37.6553286072,-37.6402966147,-37.6566850419,-37.6433051215,-37.6487687329,-37.647979482,-37.644508636,-37.6416946337,-37.6479066993,-37.6426863922,-37.6446371684,-37.6495257904,-37.6321762513,-37.6453618939,-37.6426730981,-37.6510952776,-37.5731916324,-37.638683055,-37.6417895113,-37.6227096391,-37.6607616015,-37.639554103,-37.6311894942,-37.654394257,-37.6458601282,-37.645606888,-37.6506350164,-37.6391452291,-37.6459667254,-37.6478665938,-37.6373453096,-37.6501407253,-37.6426493171,-37.6461436701,-37.6495270301,-37.6479969846,-37.6520622583,-37.6517383855,-37.6507366833,-37.6472090616,-37.645423077,-37.6447402312,-37.6529900333,-37.6577451402,-37.626232555,-37.6298563029,-37.6424853588,-37.6500205715,-37.6476739437,-37.647994125,-37.6546932296,-37.6460209264,-37.6485981891,-37.643018313,-37.6359519242,-37.6454049063,-37.6425969702,-37.6490295257,-37.6223413774,-37.6383324483,-37.6409721886,-37.656287584,-37.6481443832,-37.6520084713,-37.6460963916,-37.6366670591,-37.6369982074,-37.6450330575,-37.5996272877,-37.6517558157,-37.6485185879,-37.6435002213,-37.6446994879,-37.6384528199,-37.6593664866,-37.6130809984,-37.6271899354,-37.6539713065,-37.6472647275,-37.6519293393,-37.6435458612,-37.6549203351,-37.6575416059,-37.65316268,-37.647984426,-37.6538638146,-37.6538803196,-37.6282272884,-37.6341227635,-37.6452703632,-37.6204607621,-37.6494907488,-37.6274641495,-37.6399741848,-37.6462604097,-37.6346685007,-37.6484003606,-37.6175516518,-37.647984426
20000106,-0.0134393430005,0.0,21.6842675293,-1.0,-37.3864590878,-37.387519346,-37.3875215233,-37.3880691633,-37.3875795251,-37.3878334024,-37.3864223918,-37.387245051,-37.3852480013,-37.3840078717,-37.3874580936,-37.3871553072,-37.3856204721,-37.3875275462,-37.3860475477,-37.3868712236,-37.3871164121,-37.3893746344,-37.3842866481,-37.3861369529,-37.3864705928,-37.3874608569,-37.3858888501,-37.3906081895,-37.3873729624,-37.3911081094,-37.3880777186,-37.3876120902,-37.3860353695,-37.387665418,-37.3852840344,-37.3862336955,-37.3869076769,-37.3863076368,-37.3871704892,-37.3863879786,-37.3869544431,-37.3874196374,-37.3867289218,-37.3852806856,-37.3866453486,-37.3888675331,-37.387084183,-37.3867153108,-37.3878107663,-37.383992411,-37.3865659991,-37.3882757181,-37.3864813611,-37.3871812435,-37.3878457768,-37.3872463551,-37.3877561875,-37.3866808776,-37.3876070665,-37.3885134103,-37.3874535411,-37.3872914066,-37.387325339,-37.3834641965,-37.3864259115,-37.3865511328,-37.3814378363,-37.3850389101,-37.387945166,-37.3883895896,-37.3882590753,-37.3880903192,-37.3868840685,-37.3888852624,-37.3870290052,-37.3837915775,-37.3815825143,-37.3813772778,-37.3893125498,-37.3881628872,-37.3859643072,-37.3837539156,-37.3900786524,-37.3882531141,-37.3881100911,-37.3880825532,-37.386283884,-37.3866651257,-37.3880701554,-37.3844524135,-37.3866527652,-37.3872453824,-37.3876806507,-37.3882926224,-37.3867740831,-37.3872307786,-37.3866046674,-37.3879879306,-37.3869369943,-37.3887087682,-37.3877199942,-37.3872682227,-37.386979813,-37.3844524135
20000107,-0.0214109146492,0.0,30.9917129591,-1.0,-37.2175278976,-16.9170467858,-37.2151647475,-16.9169510143,-57.5179880048,-37.2180004061,-37.2173448077,-37.2173935809,-37.2147445079,-37.2163183176,-77.8189904645,-37.217376679,-37.2140090354,-16.9163830248,-37.2159567984,-16.9176125658,-16.9169361937,-16.9178953779,-37.2179316093,-16.9160816625,-16.9170504932,-179.308569894,-16.9164258891,-77.8268649392,-16.9168043794,-240.197369142,-37.2177357116,-260.518311846,-16.9175411149,-37.2154062702,-77.8161200859,-16.9168563469,-16.9159920124,-16.9170902672,-179.329864636,-16.9168705236,-57.5258135984,-16.9165325314,-57.5166078798,-16.9176951748,-16.9168157907,-16.9165967769,-37.2178613275,-37.2189191897,-16.9168592616,-37.2140236938,-16.9173499692,-16.917364651,-16.9170506353,-37.217000388,-37.216342581,-16.9166475475,-16.9169542442,-16.9163264042,-57.5180934901,-37.2130784632,-57.5178428546,-98.1232452453,-37.2189056165,-16.916704679,-16.9166857901,-37.2174080932,-77.8107117647,-16.9172145362,-37.2182932958,-16.9167205241,-16.9165782685,-57.5154911395,-16.9170708031,-37.2231159923,-77.8150851604,-16.9160073771,-16.9150229289,-16.9176962794,-16.9171984212,-37.2187495246,-16.919723181,-57.5137028853,-16.9138719656,-37.2104573889,-37.2169703205,-16.9166025504,-98.1211167725,-37.2170135847,-16.9173915008,-16.9170319147,-16.9169359274,-16.9173375236,-37.2182747943,-16.9176134996,-16.9164555116,-37.2198502903,-37.2181221553,-16.916638903,-16.9191323512,-138.717537892,-37.2213021784,-37.2168639422,-16.9176042513,-16.9170319147
20000110,0.00167572914239,0.00167432667486,14.6109494572,-1.0,-17.8184288073,-17.8187073719,-39.1975682982,-17.8187812909,-17.8188293004,-17.8181956282,-17.8186958169,-60.5832953813,-17.8191464869,-39.2000856745,-60.5834907915,-17.818738115,-17.8187643137,-17.8178876742,-39.1969103855,-60.5871495447,-17.8179918614,-17.8157797156,-39.2009622631,-17.8186938863,-39.2037107573,-17.8206078829,-17.8184178781,-17.8185558094,-17.8188863406,-17.8178440413,-39.2006511405,-60.5808254038,-39.1993595495,-17.8187933342,-17.8182155291,-39.1996679614,-17.8189149334,-39.2010507606,-17.8184083827,-17.8185048694,-17.8184203074,-17.8185655506,-17.8184443244,-17.8186078982,-39.198632641,-17.8189895116,-39.1982803446,-39.199841194,-17.8180380612,-17.8173291529,-39.1998059841,-17.8179374283,-17.8187314539,-39.2011603352,-39.2002375467,-17.818773514,-17.8188235164,-39.2017943179,-17.8189282015,-17.817499854,-17.8187901955,-60.5804270937,-39.2000673907,-17.818992684,-39.1987430645,-17.8187332851,-39.1928481898,-17.8184714003,-103.338907271,-39.2006939216,-39.1979206466,-39.2001160473,-39.2008570402,-39.1968798495,-17.8188201564,-17.8179411636,-39.1976112019,-17.8191951847,-17.8187809567,-17.8190714207,-17.8172843637,-39.1924551061,-17.8200523774,-17.8204887279,-17.8183371784,-60.585708247,-17.8193414661,-17.8166507868,-17.8188084105,-17.8171368117,-39.201479632,-124.726471286,-17.8191179795,-17.8179396834,-39.1948951533,-39.2018387463,-60.5820401049,-17.8186598089,-17.8198982475,-17.8183487851,-17.8163259053,-17.8171658914,-39.1961273869,-17.8171368117
20000111,0.0102422983048,0.0203804027873,16.3891036966,-1.0,-17.970868767,-17.9714889171,-17.9708420522,-17.9701977685,-39.535818424,-61.0985744043,-17.9710076803,-39.5354363103,-17.9709153302,-17.9702818068,-17.9707682038,-39.5356717884,-17.970732204,-17.9709386082,-17.9706055959,-39.5328299925,-17.9710241867,-17.969621393,-17.9718099243,-17.971270483,-61.1009907478,-17.9717447593,-17.9712058684,-17.9679197622,-17.97122116,-17.9704362788,-17.9709823183,-17.9714879557,-39.5328356374,-17.970484988,-17.9711505095,-61.1006823186,-17.9717350603,-17.9707389102,-17.9703456028,-17.9713610654,-17.9693142671,-39.5346539707,-17.9705593872,-17.9705107148,-39.5352085268,-17.9706359917,-17.9708957485,-17.9706622877,-17.9713665926,-17.970246178,-17.9706247525,-39.5332047331,-39.5346438791,-61.1005773518,-61.1066612371,-39.535157304,-17.9705971621,-17.9707577907,-17.9706965078,-17.9702860568,-17.9709072061,-17.9689855756,-39.5354365026,-17.9688811037,-17.9708801047,-17.9707693916,-39.5330111949,-17.9709578968,-17.9714972576,-39.5358095112,-17.9709640848,-17.9712061105,-39.5357237632,-17.9694989506,-17.9713580799,-17.9709169712,-39.5320369553,-17.9707262205,-39.5356043248,-17.9702058834,-17.9720518199,-61.1029530128,-17.9696947669,-17.970968756,-17.9696466205,-61.1007032934,-39.537996173,-17.9699422167,-17.9706049552,-17.9698025303,-17.9702000676,-39.5323606154,-61.1038020212,-17.9704528549,-61.0959825293,-17.968109207,-17.9707188442,-39.5363386577,-39.5369648691,-61.102235594,-39.5331665308,-17.9704369645,-17.9704250105,-17.9698025303
20000112,0.000610565165959,0.00183113654065,17.3384248542,-1.0,-17.9485283943,-39.4881947367,-17.9480255298,-17.948408958,-39.4867094712,-61.0232527554,-17.9484097155,-61.0244423707,-17.9484332235,-39.4887204162,-17.9483138568,-39.4866036831,-17.9483159407,-17.948334569,-17.9486787184,-17.9481693766,-17.9483897727,-17.9494127326,-17.9480802625,-17.9485624584,-39.4875361118,-17.9494041732,-17.9487640355,-39.4827340601,-17.9488054613,-39.486798158,-17.9485721933,-39.4882296105,-39.489174543,-39.4866051482,-17.9483653002,-39.4865353329,-17.9480882709,-17.9485065787,-17.9488695878,-17.9485799859,-17.9484912524,-17.949127324,-17.948235206,-39.4846086222,-39.4864021269,-17.9478672194,-61.0255693395,-17.9478639564,-17.9486234677,-39.4845085936,-39.4850571537,-17.9490497593,-39.4846275266,-17.9482890467,-61.0261658392,-39.4845164863,-39.4869961397,-39.4858818988,-17.948332218,-17.9485272244,-39.4867829676,-17.948526152,-39.4874002739,-17.9492081009,-39.4858061509,-17.9483378749,-39.4851452996,-17.9483162749,-17.94816832,-17.9486942331,-17.9487686878,-17.9484909385,-39.4864433132,-17.9488804952,-17.9482347365,-17.9489831384,-39.4874718239,-17.9474302214,-17.9484252274,-17.9485928106,-17.9490388082,-17.951597869,-17.9487578303,-17.9495007874,-17.9487061145,-39.4867585407,-17.948862238,-39.4895827914,-39.4875347515,-17.9503441984,-17.9481931112,-39.4851991484,-17.9485125522,-17.9491175426,-17.9480485689,-17.9496877223,-39.489677483,-17.9498908269,-17.9526873743,-17.9484499457,-61.0211254989,-39.4900017733,-17.9488977813,-17.9503441984
20000113,-0.0101334245055,-0.0407404686556,14.5177903525,-1.0,-39.3344194083,-17.8791154339,-17.8792069061,-39.3331411263,-39.3342543432,-17.8797492166,-17.8787882432,-39.3337084629,-17.8791876753,-17.8797102604,-17.8792007214,-39.3342802303,-17.8792628074,-17.8789126898,-17.8798440919,-17.8790209788,-17.8793489627,-17.8789891293,-17.8793601558,-17.8793050164,-60.785536916,-17.8791879841,-17.8789309452,-60.7862650209,-17.878679422,-17.8802001427,-60.7860797364,-17.8789725191,-39.3347555939,-17.8795231937,-17.8796858858,-17.8789847677,-39.3334760877,-39.3335662971,-17.8789635436,-17.8792219885,-17.8789341346,-17.8797416882,-17.8794862535,-39.3347061378,-17.8790144904,-17.8793870652,-39.3339680245,-17.8790888429,-17.8791879841,-17.8790369118,-39.3315100985,-39.3346128041,-17.8791223557,-17.8791546013,-39.3346828276,-39.3321446891,-39.3344243158,-39.3342616039,-39.3345402586,-17.8796176544,-17.8792549232,-17.8798579916,-39.3345473302,-17.8790906365,-17.8788974818,-17.8790993869,-17.8791879841,-17.8791388646,-17.8793662971,-39.3330613235,-17.8794178138,-17.8795470625,-17.8791518979,-17.8788958447,-17.8796872777,-17.8795040805,-17.8798451858,-39.3340105217,-60.79008473,-17.8779608122,-39.335570398,-17.8788098184,-39.3334690172,-17.8800533672,-17.8790466859,-60.7892391458,-60.7888589151,-17.8793113595,-17.8790475832,-17.8792166677,-39.3356992241,-17.8800473358,-17.8776587984,-17.8789740893,-39.3364123974,-17.8795913449,-17.8789251243,-39.3348028506,-17.8732108247,-17.879098406,-39.3329591316,-39.3358652288,-17.8795979928,-17.8792166677
20000114,-0.00933359017649,-0.0468871053779,17.1605571732,-1.0,-39.490194331,-39.488967438,-17.951137613,-39.4926213372,-17.9508484541,-17.9513973949,-17.9508277538,-39.4915947233,-17.9502474111,-39.4913072965,-61.0328780806,-39.4913574596,-17.9508548063,-17.9506323612,-17.950165838,-17.9506582645,-17.9504818857,-17.9508117055,-17.9512486194,-17.9508142624,-61.029069179,-17.9516156855,-17.9507779146,-39.4874743822,-39.4907879013,-17.9492407104,-17.9509096066,-17.9507693735,-39.4905167624,-17.9506163181,-17.9504081026,-61.0306533957,-17.9506195037,-39.4911116336,-17.9510563418,-39.4912162681,-39.4865972109,-39.4911866205,-17.9507955055,-17.9507639933,-17.9500930786,-17.9506357661,-17.950517347,-39.4887178393,-17.9510784242,-17.9512415327,-39.4917826801,-17.9502893496,-17.9500766714,-39.4917552105,-39.4902043301,-39.4853373502,-17.9506305299,-17.9509636995,-17.9507360594,-39.488719801,-39.4924607317,-17.9503588439,-17.9503083502,-17.9501887927,-17.9507572112,-17.9507754617,-39.4813962555,-17.9506740502,-39.4915096768,-61.0321390446,-17.9513585388,-39.4902877488,-17.9507377999,-17.9492746958,-17.9499065487,-17.9490226654,-39.4863188441,-39.4913431824,-39.492206172,-39.4925575621,-39.4869286037,-39.4812031179,-17.9514836592,-17.9501747539,-17.9505505793,-39.4912860174,-17.9506071275,-17.9490227485,-39.4920441575,-17.9490575235,-17.9494505103,-17.9505876692,-17.9501655778,-17.9506628799,-17.9494382941,-17.9493343068,-39.4903570032,-17.9508045417,-17.9507039179,-17.9505068252,-39.4889582116,-17.9481948805,-17.9501164128,-17.9490575235
20000118,-0.012494645903,-0.0754401621071,20.5284514241,-1.0,-62.650637142,-62.6531125984,-18.4276218457,-18.4278086254,-18.4280613514,-18.427945362,-18.4283862919,-18.4280494896,-18.4286316145,-18.4276511048,-18.4278892522,-40.5416783028,-18.4286490898,-18.4286257465,-40.5401259373,-18.4282536052,-18.4281478525,-18.4275230692,-18.428396497,-40.5411025708,-18.4279283757,-18.4265174312,-18.4275882067,-195.313284054,-18.4285258065,-106.877379397,-40.5433344587,-18.4278718272,-106.896379856,-18.4278721182,-18.4284948175,-18.4283465465,-84.7681280777,-84.7673739953,-18.4278112399,-18.4279826008,-18.4289428813,-18.4281658236,-18.4281927456,-18.4278778957,-18.428061286,-18.4284866724,-18.428713351,-40.5448612425,-62.6509822153,-18.4288145736,-18.4281349385,-40.5427158031,-62.6549089497,-18.4280338303,-40.5406437437,-40.5407537915,-40.5418451589,-261.679234916,-62.6556687526,-18.4279847061,-40.541535816,-18.4279396614,-40.5430254322,-18.4278211391,-18.4281139492,-40.5416967382,-40.5463854786,-18.4283543166,-18.4277663244,-40.5393610818,-40.5423651584,-62.6565883943,-18.4280681334,-40.5401281669,-18.4283722261,-40.5379226737,-40.5472504982,-18.4267138029,-18.4280965994,-84.7648040315,-18.4274459491,-18.4285095438,-18.4278915377,-18.4298677281,-18.4277882264,-40.5413460348,-40.5409952661,-18.4287254841,-18.4277105334,-18.4283650094,-40.5431516647,-18.427823677,-62.6459373809,-18.4280388261,-18.4279834949,-18.4283457899,-40.5410486142,-40.5346181368,-18.4267887146,-18.428047533,-62.6494780939,-18.428207003,-18.4280144992,-18.4283650094
20000119,-0.00368565661971,-0.0258472577095,16.0425142118,-1.0,-40.7545106279,-18.5249386939,-18.5253518165,-40.7552960255,-40.7549306226,-18.5251624191,-18.5251762513,-62.9855723146,-18.5246092843,-18.5245862131,-18.525056161,-85.212983342,-18.5250306505,-18.5255119118,-18.524882784,-40.7547452957,-18.5248812741,-18.5246577697,-18.5257352247,-40.7539188405,-40.7537629102,-18.5241935143,-40.7531863099,-40.751475662,-18.5253518282,-62.9706445714,-18.5254681922,-18.524230884,-40.7536121197,-18.5246628009,-40.7576056107,-18.524902714,-40.7551958406,-18.5250796485,-18.5252274962,-18.5248839771,-18.5256630604,-18.5256406167,-62.98357175,-40.7541681528,-18.5250765883,-18.5248142785,-40.7559582505,-40.7519706907,-40.7521916414,-18.5247838632,-18.5258152935,-40.7561542982,-40.7572629079,-40.7550571772,-40.7592571871,-40.7534383481,-18.5247964111,-18.5251649756,-40.7550886899,-40.7489527249,-40.754943544,-18.5249608778,-40.7541862536,-18.5255685605,-62.9790674346,-40.7553611833,-40.7558010067,-18.5257520247,-40.7558726439,-40.752394057,-40.7530968584,-40.7526353136,-40.7548690554,-40.7556426585,-40.7502607642,-40.7548665578,-40.7584908555,-40.7470701163,-40.7558115444,-40.7556407477,-18.5237264699,-18.5260675938,-18.5244810754,-18.5234406995,-18.525140662,-40.7538013942,-40.7553492712,-18.5255057987,-18.5252936132,-18.525692092,-18.5253341001,-18.5247619083,-40.7536793052,-40.7553470627,-40.7521545182,-18.5235039431,-62.9877805801,-40.7577069494,-40.7490918042,-18.524461043,-40.7547569047,-18.524192762,-40.7522448291,-18.525692092
